ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng
705B9BE3434233E7,classic_bike,27-10-2022 11:20,27-10-2022 11:55,Grove St PATH,JC005,Jersey & 3rd,JC074,40.71958612,-74.04311746,40.72333159,-74.04595256
660EE8D1E1D21D0F,classic_bike,23-10-2022 22:56,23-10-2022 23:09,Grove St PATH,JC005,McGinley Square,JC055,40.71958612,-74.04311746,40.72533993,-74.06762213
81CCDC472990FD62,electric_bike,30-10-2022 17:47,30-10-2022 17:49,Grove St PATH,JC005,Jersey & 3rd,JC074,40.71958612,-74.04311746,40.72333159,-74.04595256
155ABDCC56D1E9D3,classic_bike,11-10-2022 17:28,11-10-2022 17:31,Grove St PATH,JC005,Jersey & 3rd,JC074,40.71958612,-74.04311746,40.72333159,-74.04595256
47DB1136D49EDA96,classic_bike,16-10-2022 22:22,16-10-2022 22:27,Marshall St & 2 St,HB408,9 St HBLR - Jackson St & 8 St,HB305,40.740802,-74.042521,40.74790721,-74.03841153
